#ID Interactor A	ID Interactor B	Alt IDs Interactor A	Alt IDs Interactor B	Aliases Interactor A	Aliases Interactor B	Interaction Detection Method	Publication 1st Author	Publication Identifiers	Taxid Interactor A	Taxid Interactor B	Interaction Types	Source Database	Interaction Identifiers	Confidence Values
entrez gene/locuslink:852495	entrez gene/locuslink:948461	biogrid:32893|entrez gene/locuslink:PGI1|entrez gene/locuslink:YBR196C	biogrid:852757|entrez gene/locuslink:sthA|entrez gene/locuslink:b3962	entrez gene/locuslink:CDC30(gene name synonym)|entrez gene/locuslink:L000001409(gene name synonym)|entrez gene/locuslink:L000001410(gene name synonym)|entrez gene/locuslink:glucose-6-phosphate isomerase(gene name synonym)	entrez gene/locuslink:ECK3954(gene name synonym)|entrez gene/locuslink:JW5551(gene name synonym)|entrez gene/locuslink:sth(gene name synonym)|entrez gene/locuslink:udhA(gene name synonym)	psi-mi:"MI:0254"(genetic interference)	"Heux S (2008)"	pubmed:18036177	taxid:559292	taxid:511145	psi-mi:"MI:0796"(suppressive genetic interaction defined by inequality)	psi-mi:"MI:0463"(biogrid)	biogrid:263839	-
entrez gene/locuslink:945066	entrez gene/locuslink:946949	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:851288|entrez gene/locuslink:bcp|entrez gene/locuslink:b2480	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK2476(gene name synonym)|entrez gene/locuslink:JW2465(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734723	-
entrez gene/locuslink:945066	entrez gene/locuslink:947175	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:851507|entrez gene/locuslink:alaS|entrez gene/locuslink:b2697	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK2692(gene name synonym)|entrez gene/locuslink:JW2667(gene name synonym)|entrez gene/locuslink:act(gene name synonym)|entrez gene/locuslink:ala-act(gene name synonym)|entrez gene/locuslink:lovB(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734724	-
entrez gene/locuslink:945066	entrez gene/locuslink:944761	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:849163|entrez gene/locuslink:ileS|entrez gene/locuslink:b0026	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK0027(gene name synonym)|entrez gene/locuslink:JW0024(gene name synonym)|entrez gene/locuslink:ilvS(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734725	-
entrez gene/locuslink:945066	entrez gene/locuslink:947497	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:851814|entrez gene/locuslink:leuS|entrez gene/locuslink:b0642	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK0635(gene name synonym)|entrez gene/locuslink:JW0637(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734726	-
entrez gene/locuslink:945066	entrez gene/locuslink:946222	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:850582|entrez gene/locuslink:thrS|entrez gene/locuslink:b1719	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK1717(gene name synonym)|entrez gene/locuslink:JW1709(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734727	-
entrez gene/locuslink:945066	entrez gene/locuslink:946223	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:850583|entrez gene/locuslink:pheS|entrez gene/locuslink:b1714	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK1712(gene name synonym)|entrez gene/locuslink:JW5277(gene name synonym)|entrez gene/locuslink:phe-act(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734728	-
entrez gene/locuslink:945066	entrez gene/locuslink:947838	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852150|entrez gene/locuslink:tufA|entrez gene/locuslink:b3339	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3326(gene name synonym)|entrez gene/locuslink:JW3301(gene name synonym)|entrez gene/locuslink:kirT(gene name synonym)|entrez gene/locuslink:pulT(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734729	-
entrez gene/locuslink:945066	entrez gene/locuslink:948482	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852776|entrez gene/locuslink:tufB|entrez gene/locuslink:b3980	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3971(gene name synonym)|entrez gene/locuslink:JW3943(gene name synonym)|entrez gene/locuslink:kirT(gene name synonym)|entrez gene/locuslink:pulT(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734730	-
entrez gene/locuslink:945066	entrez gene/locuslink:945829	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:850196|entrez gene/locuslink:hns|entrez gene/locuslink:b1237	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:B1(gene name synonym)|entrez gene/locuslink:ECK1232(gene name synonym)|entrez gene/locuslink:H1(gene name synonym)|entrez gene/locuslink:JW1225(gene name synonym)|entrez gene/locuslink:bglY(gene name synonym)|entrez gene/locuslink:cur(gene name synonym)|entrez gene/locuslink:drc(gene name synonym)|entrez gene/locuslink:drdX(gene name synonym)|entrez gene/locuslink:drs(gene name synonym)|entrez gene/locuslink:fimG(gene name synonym)|entrez gene/locuslink:hnsA(gene name synonym)|entrez gene/locuslink:irk(gene name synonym)|entrez gene/locuslink:msyA(gene name synonym)|entrez gene/locuslink:osmZ(gene name synonym)|entrez gene/locuslink:pilG(gene name synonym)|entrez gene/locuslink:topS(gene name synonym)|entrez gene/locuslink:topX(gene name synonym)|entrez gene/locuslink:verA(gene name synonym)|entrez gene/locuslink:virR(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734731	-
entrez gene/locuslink:945066	entrez gene/locuslink:945295	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:849672|entrez gene/locuslink:fur|entrez gene/locuslink:b0683	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK0671(gene name synonym)|entrez gene/locuslink:JW0669(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734732	-
entrez gene/locuslink:945066	entrez gene/locuslink:945007	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:849401|entrez gene/locuslink:lacI|entrez gene/locuslink:b0345	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK0342(gene name synonym)|entrez gene/locuslink:JW0336(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734733	-
entrez gene/locuslink:945066	entrez gene/locuslink:947921	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852230|entrez gene/locuslink:malT|entrez gene/locuslink:b3418	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3405(gene name synonym)|entrez gene/locuslink:JW3381(gene name synonym)|entrez gene/locuslink:malA(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734734	-
entrez gene/locuslink:945066	entrez gene/locuslink:945880	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:850247|entrez gene/locuslink:tpx|entrez gene/locuslink:b1324	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK1320(gene name synonym)|entrez gene/locuslink:JW1317(gene name synonym)|entrez gene/locuslink:yzzJ(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734735	-
entrez gene/locuslink:945066	entrez gene/locuslink:947679	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:851992|entrez gene/locuslink:gapA|entrez gene/locuslink:b1779	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK1777(gene name synonym)|entrez gene/locuslink:JW1768(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734736	-
entrez gene/locuslink:945066	entrez gene/locuslink:945837	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:850204|entrez gene/locuslink:adhE|entrez gene/locuslink:b1241	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK1235(gene name synonym)|entrez gene/locuslink:JW1228(gene name synonym)|entrez gene/locuslink:adhC(gene name synonym)|entrez gene/locuslink:ana(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734737	-
entrez gene/locuslink:945066	entrez gene/locuslink:946879	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:851219|entrez gene/locuslink:ptsI|entrez gene/locuslink:b2416	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK2411(gene name synonym)|entrez gene/locuslink:JW2409(gene name synonym)|entrez gene/locuslink:ctr(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734738	-
entrez gene/locuslink:945066	entrez gene/locuslink:945672	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:850044|entrez gene/locuslink:aldA|entrez gene/locuslink:b1415	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK1408(gene name synonym)|entrez gene/locuslink:JW1412(gene name synonym)|entrez gene/locuslink:ald(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734739	-
entrez gene/locuslink:945066	entrez gene/locuslink:944834	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:849234|entrez gene/locuslink:aceE|entrez gene/locuslink:b0114	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK0113(gene name synonym)|entrez gene/locuslink:JW0110(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734740	-
entrez gene/locuslink:945066	entrez gene/locuslink:945303	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:849680|entrez gene/locuslink:sucA|entrez gene/locuslink:b0726	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK0714(gene name synonym)|entrez gene/locuslink:JW0715(gene name synonym)|entrez gene/locuslink:lys(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734741	-
entrez gene/locuslink:945066	entrez gene/locuslink:948221	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852523|entrez gene/locuslink:tnaA|entrez gene/locuslink:b3708	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3701(gene name synonym)|entrez gene/locuslink:JW3686(gene name synonym)|entrez gene/locuslink:ind(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734742	-
entrez gene/locuslink:945066	entrez gene/locuslink:946724	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:851065|entrez gene/locuslink:acnA|entrez gene/locuslink:b1276	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK1271(gene name synonym)|entrez gene/locuslink:JW1268(gene name synonym)|entrez gene/locuslink:acn(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734743	-
entrez gene/locuslink:945066	entrez gene/locuslink:944864	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:849264|entrez gene/locuslink:acnB|entrez gene/locuslink:b0118	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK0117(gene name synonym)|entrez gene/locuslink:JW0114(gene name synonym)|entrez gene/locuslink:yacI(gene name synonym)|entrez gene/locuslink:yacJ(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734744	-
entrez gene/locuslink:945066	entrez gene/locuslink:945300	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:849677|entrez gene/locuslink:sdhB|entrez gene/locuslink:b0724	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK0713(gene name synonym)|entrez gene/locuslink:JW0714(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734745	-
entrez gene/locuslink:945066	entrez gene/locuslink:946762	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:851103|entrez gene/locuslink:nuoG|entrez gene/locuslink:b2283	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK2277(gene name synonym)|entrez gene/locuslink:JW2278(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734746	-
entrez gene/locuslink:945066	entrez gene/locuslink:948394	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852691|entrez gene/locuslink:fdoG|entrez gene/locuslink:b3894	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3887(gene name synonym)|entrez gene/locuslink:JW3865(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734747	-
entrez gene/locuslink:945066	entrez gene/locuslink:947415	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:851736|entrez gene/locuslink:fbaA|entrez gene/locuslink:b2925	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK2921(gene name synonym)|entrez gene/locuslink:JW2892(gene name synonym)|entrez gene/locuslink:ald(gene name synonym)|entrez gene/locuslink:fba(gene name synonym)|entrez gene/locuslink:fda(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734748	-
entrez gene/locuslink:945066	entrez gene/locuslink:945637	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:850009|entrez gene/locuslink:rluC|entrez gene/locuslink:b1086	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK1071(gene name synonym)|entrez gene/locuslink:JW1072(gene name synonym)|entrez gene/locuslink:yceC(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734749	-
entrez gene/locuslink:945066	entrez gene/locuslink:945536	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:849910|entrez gene/locuslink:rpsA|entrez gene/locuslink:b0911	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK0902(gene name synonym)|entrez gene/locuslink:JW0894(gene name synonym)|entrez gene/locuslink:ssyF(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734752	-
entrez gene/locuslink:945066	entrez gene/locuslink:947874	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852185|entrez gene/locuslink:rpsB|entrez gene/locuslink:b0169	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK0168(gene name synonym)|entrez gene/locuslink:JW0164(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734753	-
entrez gene/locuslink:945066	entrez gene/locuslink:947814	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852126|entrez gene/locuslink:rpsC|entrez gene/locuslink:b3314	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3301(gene name synonym)|entrez gene/locuslink:JW3276(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734754	-
entrez gene/locuslink:945066	entrez gene/locuslink:947793	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852105|entrez gene/locuslink:rpsD|entrez gene/locuslink:b3296	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3283(gene name synonym)|entrez gene/locuslink:JW3258(gene name synonym)|entrez gene/locuslink:ramA(gene name synonym)|entrez gene/locuslink:sud(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734755	-
entrez gene/locuslink:945066	entrez gene/locuslink:947802	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852114|entrez gene/locuslink:rpsH|entrez gene/locuslink:b3306	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3293(gene name synonym)|entrez gene/locuslink:JW3268(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734756	-
entrez gene/locuslink:945066	entrez gene/locuslink:947816	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852128|entrez gene/locuslink:rpsJ|entrez gene/locuslink:b3321	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3308(gene name synonym)|entrez gene/locuslink:JW3283(gene name synonym)|entrez gene/locuslink:nusE(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734757	-
entrez gene/locuslink:945066	entrez gene/locuslink:947792	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852104|entrez gene/locuslink:rpsK|entrez gene/locuslink:b3297	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3284(gene name synonym)|entrez gene/locuslink:JW3259(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734758	-
entrez gene/locuslink:945066	entrez gene/locuslink:947845	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852156|entrez gene/locuslink:rpsL|entrez gene/locuslink:b3342	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3329(gene name synonym)|entrez gene/locuslink:JW3304(gene name synonym)|entrez gene/locuslink:asuB(gene name synonym)|entrez gene/locuslink:strA(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734759	-
entrez gene/locuslink:945066	entrez gene/locuslink:947811	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852123|entrez gene/locuslink:rpsS|entrez gene/locuslink:b3316	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3303(gene name synonym)|entrez gene/locuslink:JW3278(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734760	-
entrez gene/locuslink:945066	entrez gene/locuslink:947820	biogrid:849455|entrez gene/locuslink:yajL|entrez gene/locuslink:b0424	biogrid:852132|entrez gene/locuslink:rplB|entrez gene/locuslink:b3317	entrez gene/locuslink:ECK0418(gene name synonym)|entrez gene/locuslink:JW5057(gene name synonym)|entrez gene/locuslink:thiJ(gene name synonym)	entrez gene/locuslink:ECK3304(gene name synonym)|entrez gene/locuslink:JW3279(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Le HT (2012)"	pubmed:22157000	taxid:511145	taxid:511145	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:734761	-
